# htr=halvtransitiv
# durativ = perfektiv, ad->int

AASIINNGOOQ	<eo:lauxdire/part:som_vanlig_siges_det>
eqqa	hans endetarm; endetarmen
eqqagassanik eqqaaneq	renovation (-en)
eqqagut	nil
eqqagaa	er bekymret for ham/det
eqqakkat	affald (-et); skrald (-et)
eqqakkat aqqutaat	kloak (-ken)
eqqakkat ukiut qassiit ajoqusiinatik piusinnaassusiannik missingiin	monitering, miljømæssig
eqqaluk	nil
eqqamasat	erindring
eqqanaq	nil
eqqanaq!	åh nej!; hjælp!; oh rædsel!
eqqanaraluttuaq	nil
eqqanaraluttuaq!	hvad skal det dog ende med!; nu ser det sort ud!
eqqanarsilat	nil
eqqanaarpoq	har forsynet sig i tide; har sikret sig; har hamstret
eqqanaarsarpoq	forsyner sig i tide; sikrer sig; hamstrer
eqqanaarsaappaa	nil
eqqanaarsaat	nil
eqqanaartorpoq	jamrer; gruer for fremtiden; spår ulykke
eqqaq	omegn (-en); nærhed (-en)
eqqarleq	slægtning (-en)
eqqarleriipput	de er i familie med hinanden
eqqarleriit	slægt (-en); familie (-n); slægtninge (-ne)
eqqarlerisaq (ordbog)	pårørende
eqqarleraa	nil
eqqarlimaarpaa	viser ham særlig venlighed fordi man er i familie med ham
eqqarpai	kaster dem bort; smider dem væk
eqqarpaluk	nil
eqqarpoq	skyder løs
eqqarput	nil
eqqarsallaqqippoq	nil
eqqarsaqqissaarneq	refleksion
eqqarsaqqaaranani pinasuartartoq (naleqq. tassanngaannariartartoq)	impulsiv
eqqarsarai	nil
eqqarsariaaseq inummi qutsinnerusoq	superego / overjeg
eqqarsariaaseq inummi qutsinnerusoq	overjeg/superego
eqqarsarluarneq (naleqq. ukkissineq aamma eqiterineq)	koncentration
eqqarsarluarsinnaanngitsoq (naleqq. eqqarsaatigilluagaanngitsoq)	irrationel
eqqarsarpoq	tænker; spekulerer
eqqarsartaaseq	tankegang (-en)
eqqarsartaaseq (naleqq. ajoqersuutigisap isumaa)	ideologi
eqqarsartaatsikkut ajoquteqarneq	psykisk abnormitet
eqqarsartaatsikkut inerisimavinngitsoq/kinguarsimasoq	psykisk udviklingshæmmet
eqqarsartaatsikkut misissorneqarneq	mentalobservation
eqqarsartaatsikkut misissorneqarneq	mentalundersøgelse
eqqarsartaatsikkut misissuinermit nalunaarut	mentalerklæring
eqqarsartaatsikkut nanertuutit/ajuutit	psykisk lidelse
eqqarsartaatsikkut nappaatilinnik paaqqinninneq	psykiatrisk sundheds- og sygepleje
eqqarsartaatsikkut naalliutsitaaneq, oqaasiinnarmik naalliutitaaneq	psykisk terror
eqqarsartaatsikkut peqqissuutitsiniarluni napparsimanaveersaartitsi	mentalhygiejne
eqqarsartaatsikkut peqqissuutitsiniarluni napparsimanaveersaartitsi	mentalhygiejne og psykiatri
eqqarsartaatsikkut qanoq issuseq	sjæleliv
eqqarsartaatsimi kimik	detÂ´et (jf. idÂ´et)
eqqarsartaatsimi kimik	idÂ´et (jf. detÂ´et)
eqqarsartaatsimi kimik	Det
eqqarsartaatsimi uangaatinneq	Jeg
eqqarsartaatsimigut amigaatilik	åndssvag
eqqarsartaatsimigut innarluutilik	psykisk handicappet
eqqarsartaatsimigut kinguarsimasoq	intelligensretarderet
eqqarsartaatsimigut kinguarsimasoq	retarderet
eqqarsartaatsimigut nappaatilik	sindslidende
eqqarsartaatsimut tunngasoq	psykisk
eqqarsaat	tanke (-n)
eqqarsaat (naleqq. isuma aamma siunertarisaq)	mening
eqqarsaat erloqisitsisoq	tvangstanke
eqqarsaateqanngitsutut pissuseqarneq (naleqq. eqqarsaatit allamut s	distraktion
eqqarsaatersorneq	tankevirksomhed (-en)
eqqarsaatersorpoq	bruger hovedet; bruger sin forstand
eqqarsaatersuummik suliassamik aaqqiineq	problemløsning
eqqarsaatersuut	aforisme (-n); en dybsindig bemærkning
eqqarsaatigalugu	med hensyn til
eqqarsaatigilerlugu ajornarnavianngilaq	teoritisk muligt
eqqarsaatigilluagaanngitsoq (naleqq. eqqarsarluarsinnaanngitsoq)	irrationel
eqqarsaatigilluagaasoq	rationel
eqqarsaatiginneqqinneq	eftertænksomhed
eqqarsaatiginneqqissaarpoq	reflekterer
eqqarsaatiginnippoq	reflekterer
eqqarsaatigaa	tænker på det; tænker over det; spekulerer på det
eqqarsaatigaalugu; isumaliutigalugu	teoritisk
eqqarsaatit allamut sangoqqajaanerat (naleqq. eqqarsaateqanngitsutu	distraktion
eqqarsaatit erloqisitsisut	tvangstanker
eqqarsaatit toqqortat	fortrængning
eqqarsaatit ukeruuttut	tankemylder
eqqarsaatit ukeruuttut	tankemylder
eqqarsaatitigut inissaqartitsineq	kan rumme
eqqarsaatitigut nappaateqarneq (naleqq. tarnikkut nappaateqarneq)	psykiatrisk lidelse
eqqarsaatitigut nuuttuusineq	flyde sammen
eqqarsaatitigut tattoqinneq	kan ikke rumme
eqqarsaatitigut ulikkaartoorneq	kan ikke rumme
eqqarsaataannaq	abstrakt
eqqarsaataannaq (naleqq. pisuusaartitaq)	fiktiv
eqqartippai	nil
eqqartorneqartoq/-tut	omhandlede
eqqartorpaa	taler om det; omtaler det
eqqartorumanngisaq (naleqq. allerisaq)	tabu
eqqartuivoq	nil
eqqartukulavaa	nil
eqqartulerpaa	bringer det på bane
eqqartunnaagaraa	nil
eqqartuunneqassaaq	idømmes
eqqartuuppaa	dømmer ham
eqqartuuppaa	domfælde
eqqartuuppaa	dømme
eqqartuussaq	den dømte; dømt
eqqartuusseqataasartoq	domsmand
eqqartuusseqataasartunik suleqateqarnani	retstvist
eqqartuusseqataasoq	domsmand (-en); meddomsmand (-en)
eqqartuusseriaaseq	domspraksis
eqqartuusseriaaseq atuuttoq	retspraksis
eqqartuussineq	retsmøde
eqqartuussinermi kukkunerit	rettergangsfejl
eqqartuussinermi nakorsaq	retsmediciner
eqqartuussinermi nammineq sinnerluni pisinnaatitaq	rettergangsfuldmægtig
eqqartuussinermi sinnersaasoq	rettergangsfuldmægtig
eqqartuussinermut tunngasunik nalunaarutit	processuelle meddelelser
eqqartuussinertaqanngitsumiknammineersinnaanermik arsaarneqarneq	administrativ frihedsberøvelse
eqqartuussinikkut naliliineq	pådømmelse
eqqartuussisarneq	retsudøvelse
eqqartuussisarnermik inatsit	retsplejelov
eqqartuussisarnermik inatsit	rettens pleje, lov om
eqqartuussisinnaatitaasut	domsmyndighed
eqqartuussisooqataasut	domsmænd
eqqartuussisoq	dommer (-en) (i en retssag)
eqqartuussisoq	kredsdommer
eqqartuussisoq inatsisileritooq	dommerfuldmægtig
eqqartuussisoqarfiit ataasiakkaat	hver retskreds
eqqartuussisoqarfik	retskreds (-en)
eqqartuussisoqarfik	retskreds
eqqartuussisoqarfik (sinerissap ilaa)	retskreds
eqqartuussisoqarfik najugaq	hjemting
eqqartuussisoqarfik suliap suliarineqarfissaa	værneting
eqqartuussisoqarfik suliap suliarineqarfissaa	værneting
eqqartuussisoqarneq; eqqartuussivik	retsvæsen
eqqartuussissuserisoq	sagfører (-en); advokat (-en)
eqqartuussissuserisoq	advokat
eqqartuussissut	nil
eqqartuussissutigineqartoq	retsforhold
eqqartuussissutigoortumik sulissutigisitsineq	retsforfølgning
eqqartuussissutitaqanngitsumik isumaqatigiinneq	frivilligt forlig
eqqartuussissutitaqanngitsumik isumaqatigiinneq	frivilligt forlig
eqqartuussisulersuussineq	retsforfølgelse
eqqartuussisup tullia	retsassessor
eqqartuussisup taartaa	sættedommer
eqqartuussisut	retten; domstol (-en)
eqqartuussisut	dommere
eqqartuussisut allattaaviat	retsbog
eqqartuussisut inuinnaasut	lægdommere
eqqartuussisut siulittaasuat	retsformand
eqqartuussisut suliassaannik namminersuussineq	selvtægt
eqqartuussisut suliaannik allassimaffiit assilineqarnerat	udskrift af retsbogen
eqqartuussisut suliaasa allassimaffiat	retsbog
eqqartuussisut aalajangiinerinik naammassinnissutissaagallartut	foreløbige retsmidler
eqqartuussisutigoortitsinermi ikiorteqarnissamut sillimmasiineq	retshjælpsforsikring
eqqartuussisutigoortumik sulissutigisitsineq	retsforfølgning
eqqartuussisutigut suliaq; suliassaq; suliassiissut; eqqartuussutig	retssag
eqqartuussisutigut/inatsisitigut maleruaqqusat	retsregler
eqqartuussisutut piginnaaneqartitaasut	dømmende magt
eqqartuussisuuneq	landsdommeren (i Grønland)
eqqartuussisaaseq	retspleje
eqqartuussiveqarneq	retsinstans
eqqartuussiviit qullersaat	højesteret
eqqartuussiviit qullersaat	højesteret
eqqartuussivik	domstol
eqqartuussivik	ret (-ten); retslokale (-t); retssal (-en); domhus (-et)
eqqartuussivik	domstol
eqqartuussivik	kredsret
eqqartuussivik (naleqq. pisinnaatitaaneq)	ret
eqqartuussivik attavigisaq	hjemting
eqqartuussivik attavigisaq	hjemting
eqqartuussivik pigisanik aalajangersaaviusoq	skifteret
eqqartuussivik suliassinneqartussaq	værneting
eqqartuussivik; kredsretti	kredsret
eqqartuussivimmi allami apersuineq	subsidiær afhøring
eqqartuussivimmi allatsi	retssekretær
eqqartuussivimmi isumaqatigiissut	retsforlig
eqqartuussivimmi pissusilersornerlunnermut akiliisitsissutit	rettergangsbøder
eqqartuussivimmi suliassat	retssager
eqqartuussivimmi suliat pillugit nalunaarutit	processuelle meddelelser
eqqartuussivimmik akuliutsitsineq	retlig interesse
eqqartuussivoq	afholder retsmøde
eqqartuussummik naammassisitsiniaasartoq	foged
eqqartuussut	dom (-men)
eqqartuussut	idømmelse
eqqartuussut pineqaatissiinngikkallartoq	betinget dom
eqqartuussut pinerluuteqaqqinnermi aatsaat atuuttussaatitaq	betinget dom
eqqartuussut; pineqaatissiissut	dom
eqqartuussutigisassanngortippaa	pådømme
eqqartuussutigaa	idømme
eqqartuussutigaa	idømme
eqqartuussutinik naammassinninniartartoq; akiliisitsiniartartoq (ko	foged
eqqartuussutinik naammassisitsiniaasussaatitaasut	fogedmyndighed
eqqartuussutip kiminga	retskraft
eqqartuussutip nangeqqinneqarnissaanut aggeqqusissut	ankestævning
eqqartuussutissamik    aalajangiiniarneq	domsforhandling
eqqartuussutit allassimaffiat	retsprotokol
eqqartuussaasimaneq	dømt
eqqartuussaavoq	nil
eqqartuutiffissaq	dommedag (-en); dommens dag
eqqartuutitinniagaq	den sagsøgte; sagsøgt
eqqartuutitinniarpaa	sagsøger ham
eqqasunneq	frygt
eqqasunneq (naleqq. ersineq)	frygt
eqqasunniarit	nil
eqqasuppoq	er bekymret
eqqasuuppaa	nil
eqqasuut	bekymring (-en)
eqqasuuteqanngitsoq	sorgløs
eqqasuutigineqarsinnaasut	risiko
eqqatsannarpoq	nil
eqqatsappoq	bliver bekymret
eqqatsaappaa	nil
eqqatsaatigaa	nil
eqqattaraa	nil
eqqattaarpoq	kaster til måls med sin harpun (om en kajakmand)
eqqataarpoq	nil
eqqeq	luseæg (-get)
eqqerpoq	nil
eqqiarpoq	vasker sig grundigt; renser sig
eqqiarpaa	nil
eqqilik	(en skikkelse fra den grønlandske folketro)
eqqiliorpoq	nil
eqqiluillisaarpoq	nil
eqqiluippoq	er renlig; er ren
eqqiluisaarneq	hygiejne
eqqiluisaarneq; sukuluisaarneq	hygiejne
eqqiluisaarpoq	nil
eqqinippoq	nil
eqqippoq	nil
eqqisiviitsoq	nil
eqqisseqqissaarneq	meditation
eqqissilluni	i fred
eqqissinartoq	beroligende
eqqissineq	fred (-en); ro (-en)
eqqissisimaneq	fred
eqqissisimatitsineq; allanngutsaaliuineq	fredning
eqqissisimatitsinermut pisortat	fredningsstyrelse
eqqissisimatitsivik	reservat (-et); et fredet område
eqqissisimatitaavoq	er fredet (om et dyr)
eqqissisimaarpoq	hygger sig
eqqissisaaneq	præmedicinering
eqqissisaaneq	præmedicinering
eqqissisaat	afslapningsmiddel
eqqissisaat	beroligende lægemiddel
eqqissisaavoq	nil
eqqissiveqanngitsoq	rastløs
eqqissiviilliortitsineq; susassarinngisamik innimiilliorneq	fredskrænkelse
eqqissiviillisaaneq nikanarsaanerlu	freds- og æreskrænkelser
eqqissiviitsoq	fredløs
eqqissivissioqatigiinneq	fredsslutning (-en)
eqqissivissioqatigiipput	de slutter fred
eqqissivoq	får fred; finder fred; får ro
eqqissaarpoq	sidder i fred og ro
eqqissaarunnaarpoq	nil
eqqiaasut	rengøringspersonale
eqqiaat	nil
eqqoq	bagdel (-en); rumpe (-n); ende (-n)
eqqoqqortooq	hvid vipstjert
eqqoqqortooq	en hvid vipstjert
eqqoriarpaa	gætter sig til det
eqqoriaruminartoq	forudsigelighed
eqqoriaaneq	antagelse
eqqorlugu	præcis; nøjagtig
eqqorluinnartuunngitsoq; missiliuutaannaq; takorluugaq	skitsemæssig
eqqornaveeqqut	skjold (-et)
eqqorniunneq	lotteri (-et); lotterispil (-let)
eqqorniaavoq	gætter; tipper; spiller lotteri
eqqorpoq	er sand; er rigtig
eqqorpaa	rammer det; træffer det; gætter rigtigt
eqqorsimavoq	nil
eqqorsorpoq	nil
eqqorsuppoq	er god til at ramme
eqqortippaa	holder det (sit ord/løfte)
eqqortippaa (naleqq. naammassivaa)	opfylde
eqqortitsineq; uniuinnginneq; maleruaaneq	overholdelse
eqqortitsisimanermik misissuiffissaq	vurderingsplan
eqqortoq	nøjagtig*
eqqortuliorsinnaaneq	konduite
eqqortumik	rigtigt; retfærdigt; på en træffende måde
eqqortumik iliornissamik misigissuseq; inatsisinik ataqqinninneq	retsbevidsthed
eqqortaaliorpoq	nil
eqqorunnaarsippaa; allanngortiterpaa	forvanske
eqqorutit	nil
Eqqquiniaanermi akitsuut	Lotteriafgift
eqqugassaq	en præmie i en gættekonkurrence eller et spil
eqqugassat annersaat	hovedpræmien/førstepræmien i en gættekonkurrence eller et spil
eqquigajuppoq	nil
eqquiniarneq	gættekonkurrence (-n); tipning (-en)
eqquiniarnermik nappaateqarneq	ludomani
eqquiniarpoq	gætter; tipper
eqquivoq	nil
eqqujooq	nil
eqqumasivoq	nil
eqqumasoq	bevidsthed
eqqumatippaa	nil
eqqumavoq	er vågen
eqqumavaa	nil
eqqumiilliorpoq	gør noget mærkeligt; opfører sig underligt
eqqumiiluallappoq	nil
eqqumiippoq	er mærkelig; er ualmindelig; er sær; er underlig
eqqumiitsuliaq	kunstværk (-et)
eqqumiitsuliorneq	kunst (-en)
eqqumiitsuliornermik atuarfik	kunstskolen
Eqqumiitsuliornermik Ilinniarfik	Kunstskole
eqqumiitsuliornermut aningaasaateqarfik	kunstfond
eqqumiitsuliortoq	kunstner (-en)
eqqummapput	nil
eqqummarippoq	nil
eqqummippoq	sætter sig; sætter sig på kanten af briksen
eqqunngitsoq	falsk
eqqunngitsoq	uretmæssig
eqqunngitsoq	urigtige
eqqunngitsoq/ilumuunngitsoq	falsk
eqqunngitsumik inuuneqarneq	livsløgn
eqqunngitsumik nalunaarutiginninneq	falsk anmeldelse
eqqunngitsumik nassuiaat	falsk forklaring
eqqunngitsumik piffimmik piffiliineq; pingaartumik siusinnerusukkut	anakronistisk
eqqunngitsumik paasissutissiissutit	urigtige oplysninger
eqqunngitsumik; taamaattussaanngitsumik	uberettiget
eqquppaa	bærer det ind; indfører det
eqqusaq	søpindsvin
eqqusaq	søpindsvin (-et)
eqqussineq	indførelse
eqqussinermut akiliuteqartitsinnginneq	told og afgifter, fritagelse for
eqqussivoq	nil
eqqussorpai	bærer dem ind i flere omgange
Eqqussuineq	Indførsel
Eqqussuinermi akitsuut	Indførselsafgift
eqqussuivoq	nil
eqqussaavoq	nil
eqquukkiartorpoq	nil
eqquuppoq	går i opfyldelse
eqquuppaa	nil
eqquussimavaa	nil
eqquutitippaa	lader det gå i opfyldelse; holder det (sit ord/løfte)
eqqaa	nil
eqqaagut	nil
eqqaakulupput	de mindes gamle dage (om tidligere kærester)
eqqaamaneq	hukommelse
eqqaamannippoq	nil
eqqaamannissinnaaneq	hukommelse
eqqaamasalersaarutit	erindringer (-ne); memoirer (-ne)
eqqaamasassanut allattuiffik	huskeseddel (-sedlen)
eqqaamasat	erindringer (-ne)
eqqaamassut	nil
eqqaamasaarulluinnarneq (pereersimasunik)	amnesi, se hukommelsestab
eqqaamasaarunneq	amnesi
eqqaamasaarunneq	hukommelsestab
eqqaamasaaruppoq	nil
eqqaamavoq	nil
eqqaamavaa	kan huske det; husker det
eqqaamiu	nil
eqqaamiui (Barentsip)	Barents regionen
eqqaamiut	de der bor i nærheden af...
eqqaanarpoq	minder om noget; ligner noget
eqqaaneq	nil
eqqaani	i nærheden af ham/det; i omegnen; i distriktet; ved ...
eqqaaniarlugu	til minde om
eqqaaniarneq	genkaldelse
eqqaaniarpaa	tænker på ham; mindes ham
eqqaaniippoq	nil
eqqaaniaaneq	mindehøjtidelighed (-en)
eqqaanni	nil
eqqaappai	beskyder dem
eqqaappaa	nil
eqqaariinnarpaa	nil
eqqaarsuppoq	nil
eqqaaraa	nil
eqqaasaqariataarneq	flashback ( eng. )
eqqaasiorpaa	bevæger sig ret tæt ved det
eqqaasippaa	minder ham om noget; husker ham på noget
eqqaasitsissuteqarnerup/nukingisaarinerup ullua	påmindelsesdato
eqqaasitsissutigaa	minder nogen om det; husker nogen på det
eqqaassivoq	nil
eqqaassutissaq	minde (-t); mindesmærke (-t); mindesten (-en)
eqqaassutissat	mindesmærker
eqqaassutissiaq	mindesmærke (-t); mindesten (-en)
eqqaassaarpaa	nil
eqqaavik	nil
eqqaavik I	skraldespand (-en); affaldsspand (-en); affaldspose (-n)
eqqaavik II	losseplads (-en)
eqqaavissuaq	dumpen
eqqaavissuaq	losseplads
eqqaavoq	nil
eqqaavaa	kommer i tanker om det; husker på det; nævner det
equngalaartumik kiineq	krydsbid
equngalaartumik kiineq	krydsbid
equngavallaamik kiineq	saksbid
equngavallaamik kiineq	saksbid
equngavoq	er skæv
equngaaluk	korsnæb (-ben) (en fugl)
equngaarpoq	nil
equsoorpoq	nil
equsaarpoq	bugter sig; vrider sig
equsaavaq	nil
equtaa	nil
equummivoq	er kommet til at lave lidt i bukserne
equut	nil
equutissaq	wc-papir (-et); toiletpapir (-et)
equutit	blæretang (-en)
equvoq	bliver skæv
eqaallisarpoq	nil
eqaallisaaneq; pisariillisaaneq	smidiggørelse
eqaallivoq	er blevet smidig; stivheden har fortaget sig
eqaannersaavoq	nil
eqaappoq	er smidig
eqaarsaallaqqippoq	nil
eqaarsaarfik	gymnastiksal (-en)
eqaarsaarneq	gymnastik (-ken)
eqaarsaarpoq	gør gymnastik
eqaarsaartartoq	gymnast (-en)
eqaassuseq	fleksibilitet
erfagiuppaa	slynger det væk
erfagiussaavoq	nil
erfalarpoq	nil
erfalasoq	flag (-et); fane (-n)
erfalasulerfik	flagstang (-en)
erfalasulisartoq	fanebærer (-en)
erfalavoq	vajer; flagrer
erfalivoq	nil
erfalaarpoq	nil
erfaq	vandskindspels (-en) (af afhåret sælskind)
erfarpoq	nil
erfivoq	nil
erfaappoq	nil
Erhvervstøtteudvalgi	Erhvervsstøtteudvalget
eriaginartoq	bevaringsværdig
eriagisaq	nil
eriagaa	passer godt på det; vil nødig miste det
eriaq	nil
erinagippoq	har en god stemme; synger smukt
erinalik	nil
erinallerpoq	nil
erinaq	melodi (-en)
erinaqatigiipput	nil
erinarsoqatigiit	sangkor (-et); kor (-et)
erinarsorneq	sang
erinarsornermi uteqattaartagaq	omkvæd (-et)
erinarsorpoq	synger
erinarsortartoq	sanger (-en); sangerinde (-n)
erinarsuut	sang (-en)
erinarsuutit	sangbog (-en)
erineersaarpoq	slår ventetiden ihjel med noget
erinigaa	længes efter det; glæder sig til det
eriniikkusersorpaa	nil
erinikkuppaa	nil
erinikkussivoq	nil
erininaq!	sikken tid det tager!; ih hvor jeg glæder mig til det!
erininarpoq	nil
erininarsinani	nil
erininarsinngitsoq	inden længe
erinisuppoq	længes; er træt af at vente; glæder sig til noget
erinitsappoq	er blevet træt af at vente; er blevet utålmodig
erinitsaappaa	nil
erinitsaarluerpoq	nil
eriniusaarpoq	nil
erinivoq	længes; er utålmodig
erinnerpoq	nil
erinnersaallaqqippoq	nil
erinnersaarpoq	messer
erinnersaarut	nil
erinniaq	melodi (-en); komposition (-en)
erinniarsuaq	musikværk (-et)
erinniorpoq	nil
erinniortartoq	nil
erinniortoq	komponist (-en); komponeret af...; melodi af...
erinniugaq	melodi (-en); komposition (-en)
erinniugassiaq	nil
Erinniugassiat Pingaarnersaat	Højsangen
erippoq	nil
erippaa	nil
erisagaq	nil
erisarpoq	plukker fugle; fjerner hår på et sælskind
erisarpaa	nil
erisassivoq	nil
erissaaq	nil
erissaarpoq	nil
erisaalik	nil
erisaamineq	nil
erisaaq	vandskind (-et); et afhåret sælskind
erisaartaarpoq	nil
erisaat	nil
eritaq	nil
eritsakut	nil
eritsapput	nil
eritsaq	nil
eritsarippoq I	er god til at plukke fugle; er god til at fjerne hår på et sælskind
eritsarippoq II	er fint plukket
eritsaserpoq	nil
eritserpaa	nil
eritsiaq	nil
eritsaatsoq	nil
erivilluarpoq	nil
erivippoq	er opblødt af vand (om huden); er gennemblødt (om et skind)
erivissiivaa	nil
erivitippaa	nil
erlappoq	nil
erlaq	nil
erlaveersiniooq	indvoldsrøveren (en sagnskikkelse)
erlaviit	indvolde (-ne); tarme (-ne)
erlaviit	indvolde
erlaviit ingerlaarnerat	tarmfunktion
erlaviit sulinerat	tarmfunktion
erlavik	nil
erlavissorpoq	nil
erlavissorpaa	nil
erleq	nil
erlerpaa	nil
erliataarpoq	nil
erligisaq	nil
erliguuppaa	vil ikke give ham noget; under ham ikke noget
erliguussaq	nil
erliguussivoq	nil
erligaa	sætter pris på det; vil ikke af med det; er øm over det
erlikkeerpaa	nil
erlinnarpoq	er dyrebar; er kostbar
erlinnartoq	nil
erlinnartorsiorpoq	nil
erlinnartut	nil
erlinnartuut	kostbarhed (-en); klenodie (-t)
erlippak	kindtand (-en)
erlippak	kindtand
erlippak	stor kindtand
erlippak qinngorleq	visdomdstand
erlippanippoq	nil
erlippoq	nil
erlippaaraq	lille kindtand
erlippaat qinngorlersaat; ittannerit kigutaat	visdomstand
erlittooq	en nærig person; gnier (-en); fedtsyl (-en)
erloq	endetarm (-en)
erloqisípâ	nil
erloqisitsivoq	nil
erloqissutigaa	nil
erloqivoq	pines; døjer hårdt
erloqquppaa	tvinger ham
erloqqussivoq	nil
erluk	endetarm (-en)
erluk	endetarmen
erlummik misissuineq	undersøgelse af endetarm
erlunnguumminarpoq	det får det til at kilde i maven på én
erlunnguummisaarpoq	nil
erlunnguummivoq	det kilder i maven på ham
erlaarpoq	nil
erlaarpaa	nil
erlaarsivoq	nil
erma	nil
ermalisaq	et skind til at sidde på i kajakken
ermalitserpoq	nil
ermi	nil
ermiaq	nil
ermiaqqaannivoq	har lige vasket sig i ansigtet (så det kan ses)
ermiffik	vandfad (-et)
ermik	nil
ermiorpoq	nil
ermippoq	vasker sit ansigt
ermippaa	nil
ermiugaq	nil
ermiut	vaskeklud (-en) (til ansigtet)
ermup aqqutaa	vandledning (-en); vandrør (-et)
ermup nukinga	vandkraft (-en)
ermupput	de holder drikkegilde
ermuseq	krus (-et); drikkekar (-ret); kalk (-en); flaske (-n)
ermusiusaa	nil
ermuttorsuupput	nil
ernaluttut	nil
ernannaq	vingeharpun (-en)
ernannartaarpoq	nil
ernannaaruppoq	nil
ernarpaluppoq	nil
ernarpoq	nil
erneq	søn (-nen)
erneq tammaraluartoq	den fortabte søn
ernereernermi sulinngiffeqarneq	barselsorlov
ernerlugu	nil
ernerluni	straks
ernerlutit	nil
ernersiaq	plejesøn (-nen)
ernertuvoq	nil
ernertaappaa	nil
ernertaarpoq	får en søn
erngalisaq	et skind til at sidde på i kajakken
erngaluttut	nil
erngarpaluppoq	nil
erngarpoq	er utæt; lækker; er læk
erngasuppoq	nil
erngerlugu	nil
erngerluni	straks
erngerlutit	nil
